,gbifID,accessRights,bibliographicCitation,language,license,modified,publisher,references,rightsHolder,type,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,recordedByID,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,caste,behavior,vitality,establishmentMeans,degreeOfEstablishment,pathway,georeferenceVerificationStatus,occurrenceStatus,preparations,disposition,associatedOccurrences,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOrganisms,previousIdentifications,organismRemarks,materialEntityID,materialEntityRemarks,verbatimLabel,materialSampleID,eventID,parentEventID,eventType,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,verbatimIdentification,identificationQualifier,typeStatus,identifiedBy,identifiedByID,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,superfamily,family,subfamily,tribe,subtribe,genus,genericName,subgenus,infragenericEpithet,specificEpithet,infraspecificEpithet,cultivarEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,depth,depthAccuracy,distanceFromCentroidInMeters,issue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,subgenusKey,speciesKey,species,acceptedScientificName,verbatimScientificName,typifiedName,protocol,lastParsed,lastCrawled,repatriated,relativeOrganismQuantity,projectId,isSequenced,gbifRegion,publishedByGbifRegion,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,level3Gid,level3Name,iucnRedListCategory
308,2985863307,,,en | ru,CC_BY_NC_4_0,,Altai State University,http://altb.asu.ru/page.php?page=1100026690,,,126599,,,,ALTB,,,PRESERVED_SPECIMEN,,,,1100026690,,,Голяков П.В.;Мысик М.М.,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,1999-07-31,,212,212,1999,7,31,,,,,,,,,,,,ASIA,,,,RU,,,,,"Читинская область, Тунгиро-Олекминский район, р. Олекма, 10 км ниже устья р. Копри, близ устья руч. Малогор, лиственничник",,,,,,,,55.68333,121.13333,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5665017,,,,,,Viola gmeliniana Roem. & Schult.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,,Violaceae,,,,Viola,Viola,,,gmeliniana,,,SPECIES,,,,ACCEPTED,,,2dda31ff-f776-452f-9a4b-d5229f6e3494,RU,2024-03-27T01:16:44.318Z,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE,StillImage,true,false,5665017,5665017,6,7707728,220,1414,6631,2874237,,5665017,Viola gmeliniana,Viola gmeliniana Roem. & Schult.,Viola gmeliniana Schult.,,EML,2024-03-27T01:16:44.318Z,2024-03-27T01:16:13.875Z,false,,N-Eurasia-Russia2021,false,EUROPE,EUROPE,RUS,Russia,RUS.83_1,Zabaykal'ye,RUS.83.32_1,Tungiro-Olekminskiy rayon,RUS.83.32.1_1,,NE
309,2565890084,,,en | ru,CC_BY_NC_4_0,,Altai State University,http://altb.asu.ru/page.php?page=1100022120,,,126599,,,,ALTB,,,PRESERVED_SPECIMEN,,,,1100022120,,,Кожева;Бирюкова;Новиков,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,1985-07-25,,206,206,1985,7,25,,,,,,,,,,,,,,,,RU,,,,,"Республика Алтай, пойма р. Кара-Кокша",,,,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Самусенко Е.,,,,,,,,5290323,,,,,,Elymus sibiricus L.,,,,,,,,Plantae,Tracheophyta,Liliopsida,Poales,,Poaceae,,,,Elymus,Elymus,,,sibiricus,,,SPECIES,,,,ACCEPTED,,,2dda31ff-f776-452f-9a4b-d5229f6e3494,RU,2024-03-27T01:16:42.107Z,,,,,,INSTITUTION_MATCH_NONE,StillImage,false,false,5290323,5290323,6,7707728,196,1369,3073,10465436,,5290323,Elymus sibiricus,Elymus sibiricus L.,Elymus sibiricus L.,,EML,2024-03-27T01:16:42.107Z,2024-03-27T01:16:13.875Z,false,,N-Eurasia-Russia2021,false,EUROPE,EUROPE,,,,,,,,,NE
310,2443046219,,,en | ru,CC_BY_NC_4_0,,Altai State University,http://altb.asu.ru/page.php?page=1100009434,,,126599,,,,ALTB,,,PRESERVED_SPECIMEN,,,,1100009434,,,Вершинин,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,1980-07-13,,195,195,1980,7,13,,,,,,,,,,,,ASIA,,,,RU,,,,,"Алтайский край, Михайловский район, 10 км зап.с. Николаевки",,,,,,,,51.92641,79.41311,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7298055,,,,,,Goniolimon speciosum (L.) Boiss.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,,Plumbaginaceae,,,,Goniolimon,Goniolimon,,,speciosum,,,SPECIES,,,,ACCEPTED,,,2dda31ff-f776-452f-9a4b-d5229f6e3494,RU,2024-03-27T01:16:49.649Z,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE,StillImage,true,false,7298055,7298055,6,7707728,220,422,2419,7298042,,7298055,Goniolimon speciosum,Goniolimon speciosum (L.) Boiss.,Goniolimon speciosum Boiss.,,EML,2024-03-27T01:16:49.649Z,2024-03-27T01:16:13.875Z,false,,N-Eurasia-Russia2021,false,EUROPE,EUROPE,RUS,Russia,RUS.2_1,Altay,RUS.2.28_1,Mikhaylovskiy rayon,RUS.2.28.1_1,,NE
311,3963065846,,,en | ru,CC_BY_NC_4_0,,Altai State University,http://altb.asu.ru/page.php?page=1100055015,,,126599,,,,ALTB,,,PRESERVED_SPECIMEN,,,,1100055015,АЮК №3424,,Камелин Р.В.;Шмаков А.И.;Смирнов С.;Дьяченко С.;Тихонов Д.;Антонюк Е.,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,1998-07-30,,211,211,1998,7,30,,,,,,,,,,,,ASIA,,,,RU,,,,,"Республика Алтай, Кош-Агачский р-н, среднее течение р. Жумала близ г. Красная.",,,,,,,,49.51666,88.03333,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Дьяченко С.,,,,,,,,8328672,,,,,,Pedicularis abrotanifolia M.Bieb. ex Steven,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,,Orobanchaceae,,,,Pedicularis,Pedicularis,,,abrotanifolia,,,SPECIES,,,,ACCEPTED,,,2dda31ff-f776-452f-9a4b-d5229f6e3494,RU,2024-03-27T01:16:45.926Z,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE,StillImage,true,false,8328672,8328672,6,7707728,220,408,6651,3171670,,8328672,Pedicularis abrotanifolia,Pedicularis abrotanifolia M.Bieb. ex Steven,Pedicularis abrotanifolia M.Bieb. ex Steven,,EML,2024-03-27T01:16:45.926Z,2024-03-27T01:16:13.875Z,false,,N-Eurasia-Russia2021,false,EUROPE,EUROPE,RUS,Russia,RUS.16_1,Gorno-Altay,RUS.16.4_1,Kosh-Agachskiy rayon,RUS.16.4.1_1,,NE
312,4426978619,,,en | ru,CC_BY_NC_4_0,,Altai State University,http://altb.asu.ru/page.php?page=1010007204,,,126599,,,,ALTB,,,PRESERVED_SPECIMEN,,,,1010007204,,,Головина,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,1982-07-20,,201,201,1982,7,20,,,,,,,,,,,,,,,,RU,,,,,"Алтайский край, Рубцовский р-н, окрестности с. Безрукавка, левый берег р. Алей.",,,,,,,Заросли ивняка.,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2687927,,,,,,Equisetum hyemale L.,,,,,,,,Plantae,Tracheophyta,Polypodiopsida,Equisetales,,Equisetaceae,,,,Equisetum,Equisetum,,,hyemale,,,SPECIES,,,,ACCEPTED,,,2dda31ff-f776-452f-9a4b-d5229f6e3494,RU,2024-03-27T01:16:38.623Z,,,,,,INSTITUTION_MATCH_NONE,StillImage,false,false,2687927,2687927,6,7707728,7228684,954,3105,2687913,,2687927,Equisetum hyemale,Equisetum hyemale L.,Equisetum hyemale L.,,EML,2024-03-27T01:16:38.623Z,2024-03-27T01:16:13.875Z,false,,N-Eurasia-Russia2021,false,EUROPE,EUROPE,,,,,,,,,LC
313,2565890156,,,en | ru,CC_BY_NC_4_0,,Altai State University,http://altb.asu.ru/page.php?page=1100021427,,,126599,,,,ALTB,,,PRESERVED_SPECIMEN,,,,1100021427,,,Ширшова М.;Усик С.;Пупынин Д.,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,2001-07-12,,193,193,2001,7,12,,,,,,,,,,,,ASIA,,,,RU,,,,,"Алтайский край , Усть-Калманский район , окр. с. Верх-Слюдянка , 8 км к северу , северный остепненный склон",,,,,,,Остепненный склон,51.800833,83.785556,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Гнутиков А.А.,,,,,,,,4139238,,,,,,Phleum phleoides (L.) H.Karst.,,,,,,,,Plantae,Tracheophyta,Liliopsida,Poales,,Poaceae,,,,Phleum,Phleum,,,phleoides,,,SPECIES,,,,ACCEPTED,,,2dda31ff-f776-452f-9a4b-d5229f6e3494,RU,2024-03-27T01:16:46.119Z,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE,StillImage,true,false,4139238,4139238,6,7707728,196,1369,3073,2706001,,4139238,Phleum phleoides,Phleum phleoides (L.) H.Karst.,Phleum phleoides (L.) H. Karst.,,EML,2024-03-27T01:16:46.119Z,2024-03-27T01:16:13.875Z,false,,N-Eurasia-Russia2021,false,EUROPE,EUROPE,RUS,Russia,RUS.2_1,Altay,RUS.2.60_1,Ust'-Kalmanskiy rayon,RUS.2.60.1_1,,NE
314,3698746819,,,en | ru,CC_BY_NC_4_0,,Altai State University,http://altb.asu.ru/page.php?page=1100045424,,,126599,,,,ALTB,,,PRESERVED_SPECIMEN,,,,1100045424,,,Рыбинская Е.;Никифорова О.,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,1986-08-16,,228,228,1986,8,16,,,,,,,,,,,,,,,,RU,,,,,"Читинская область, пос. Нерчинский Завод",,,,,,,Каменистая степь,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4113099,,,,,,Arundinella anomala Steud.,,,,,,,,Plantae,Tracheophyta,Liliopsida,Poales,,Poaceae,,,,Arundinella,Arundinella,,,anomala,,,SPECIES,,,,SYNONYM,,,2dda31ff-f776-452f-9a4b-d5229f6e3494,RU,2024-03-27T01:16:46.087Z,,,,,,INSTITUTION_MATCH_NONE,StillImage,false,false,5673634,4113099,6,7707728,196,1369,3073,2703631,,4113099,Arundinella hirta,Arundinella hirta (Thunb.) Tanaka,Arundinella anomala Steud.,,EML,2024-03-27T01:16:46.087Z,2024-03-27T01:16:13.875Z,false,,N-Eurasia-Russia2021,false,EUROPE,EUROPE,,,,,,,,,NE
315,2234680372,,,en | ru,CC_BY_NC_4_0,,Altai State University,http://altb.asu.ru/page.php?page=1100003956,,,126599,,,,ALTB,,,PRESERVED_SPECIMEN,,,,1100003956,,,Сыченко;Шатских;Меркульев;Печенкин.,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,1994-07-24,,205,205,1994,7,24,,,,,,,,,,,,ASIA,,,,RU,,,,,"Алтайский край, окр. г. Барнаул.",,,,,,,,53.34679,83.77686,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Белкин Д. Л.,,,,,,,,3085360,,,,,,Saponaria officinalis L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,,Caryophyllaceae,,,,Saponaria,Saponaria,,,officinalis,,,SPECIES,,,,ACCEPTED,,,2dda31ff-f776-452f-9a4b-d5229f6e3494,RU,2024-03-27T01:16:41.242Z,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE,StillImage,true,false,3085360,3085360,6,7707728,220,422,2518,3085356,,3085360,Saponaria officinalis,Saponaria officinalis L.,Saponaria officinalis L.,,EML,2024-03-27T01:16:41.242Z,2024-03-27T01:16:13.875Z,false,,N-Eurasia-Russia2021,false,EUROPE,EUROPE,RUS,Russia,RUS.2_1,Altay,RUS.2.5_1,Barnaul gorsovet,RUS.2.5.1_1,,NE
316,3698745593,,,en | ru,CC_BY_NC_4_0,,Altai State University,http://altb.asu.ru/page.php?page=1100006793,,,126599,,,,ALTB,,,PRESERVED_SPECIMEN,,,,1100006793,,,Павлова Г.;Бояршина Л.,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,1968-07-04,,186,186,1968,7,4,,,,,,,,,,,,,,,,RU,,,,,"Хакасская авт.обл., Боградский район, окр.п. Заречного",,,,,,,Степь,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4116601,,,,,,Festuca pseudovina Hack. ex Wiesb.,,,,,,,,Plantae,Tracheophyta,Liliopsida,Poales,,Poaceae,,,,Festuca,Festuca,,,pseudovina,,,SPECIES,,,,SYNONYM,,,2dda31ff-f776-452f-9a4b-d5229f6e3494,RU,2024-03-27T01:16:43.906Z,,,,,,INSTITUTION_MATCH_NONE,StillImage,false,false,4116693,4116601,6,7707728,196,1369,3073,2704913,,4116601,Festuca pulchra,Festuca pulchra Schur,Festuca pseudovina Hack. Ex Wiesb.,,EML,2024-03-27T01:16:43.906Z,2024-03-27T01:16:13.875Z,false,,N-Eurasia-Russia2021,false,EUROPE,EUROPE,,,,,,,,,NE
317,3963065122,,,en | ru,CC_BY_NC_4_0,,Altai State University,http://altb.asu.ru/page.php?page=1100050492,,,126599,,,,ALTB,,,PRESERVED_SPECIMEN,,,,1100050492,,,Эбель А.,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,2002-08-21,,233,233,2002,8,21,,,,,,,,,,,,,,,,RU,,,,,"Кемеровская область, Яйский р-н, окрестности пос. Ишим, правый берег р. Яя.",,,,,,,На песке.,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3053376,,,,,,Rorippa sylvestris (L.) Besser,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Rorippa,Rorippa,,,sylvestris,,,SPECIES,,,,ACCEPTED,,,2dda31ff-f776-452f-9a4b-d5229f6e3494,RU,2024-03-27T01:16:45.692Z,,,,,,INSTITUTION_MATCH_NONE,StillImage,false,false,3053376,3053376,6,7707728,220,7225535,3112,3053118,,3053376,Rorippa sylvestris,Rorippa sylvestris (L.) Besser,Rorippa sylvestris (L.) Besser,,EML,2024-03-27T01:16:45.692Z,2024-03-27T01:16:13.875Z,false,,N-Eurasia-Russia2021,false,EUROPE,EUROPE,,,,,,,,,LC
318,4426981589,,,en | ru,CC_BY_NC_4_0,,Altai State University,http://altb.asu.ru/page.php?page=1100063696,,,126599,,,,ALTB,,,PRESERVED_SPECIMEN,,,,1100063696,,,Куприянов А.Н.;Жоголь Е.П.;Хрусталева И.А.,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,1996-09-11,,255,255,1996,9,11,,,,,,,,,,,,,,,,RU,,,,,"Алтайский край, Михайловский р-н, окрестности с. Малиновое Озеро, ур. Солено-Озерная степь.",,,,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Хрусталева И.,,,,,,,,9823570,,,,,,Salicornia europaea L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,,Amaranthaceae,,,,Salicornia,Salicornia,,,europaea,,,SPECIES,,,,DOUBTFUL,,,2dda31ff-f776-452f-9a4b-d5229f6e3494,RU,2024-03-27T01:16:37.498Z,,,,,,INSTITUTION_MATCH_NONE,StillImage,false,false,9823570,9823570,6,7707728,220,422,3064,3083796,,9823570,Salicornia europaea,Salicornia europaea L.,Salicornia europaea L.,,EML,2024-03-27T01:16:37.498Z,2024-03-27T01:16:13.875Z,false,,N-Eurasia-Russia2021,false,EUROPE,EUROPE,,,,,,,,,NE
319,3963061638,,,en | ru,CC_BY_NC_4_0,,Altai State University,http://altb.asu.ru/page.php?page=1100028443,,,126599,,,,ALTB,,,PRESERVED_SPECIMEN,,,,1100028443,,,Крайле О.;Мерц А.,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,1982-07-15,,196,196,1982,7,15,,,,,,,,,,,,,,,,RU,,,,,"Республика Алтай, Кош-Агачский р-н, окрестности с. Курай.",,,,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Артамонова,,,,,,,,7553492,,,,,,Linaria acutiloba Fisch. ex Rchb.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,,Plantaginaceae,,,,Linaria,Linaria,,,acutiloba,,,SPECIES,,,,ACCEPTED,,,2dda31ff-f776-452f-9a4b-d5229f6e3494,RU,2024-03-27T01:16:35.538Z,,,,,,INSTITUTION_MATCH_NONE,StillImage,false,false,7553492,7553492,6,7707728,220,408,2420,3172168,,7553492,Linaria acutiloba,Linaria acutiloba Fisch. ex Rchb.,Linaria acutiloba Fisch. ex Rchb.,,EML,2024-03-27T01:16:35.538Z,2024-03-27T01:16:13.875Z,false,,N-Eurasia-Russia2021,false,EUROPE,EUROPE,,,,,,,,,NE
320,4406454262,,,en | ru,CC_BY_NC_4_0,,Altai State University,http://altb.asu.ru/page.php?page=1100068854,,,126599,,,,ALTB,,,PRESERVED_SPECIMEN,,,,1100068854,,,Некратов.,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,1987-07-22,,203,203,1987,7,22,,,,,,,,,,,,,,,,RU,,,,,"Плато Путорана, гора Дынкенда, ок-ти озера в верховьях р. Дынкенда, придолинный выложенный участок со скальными обнажениями.",,,,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5683592,,,,,,Cassiope ericoides (Pall.) D.Don,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Ericales,,Ericaceae,,,,Cassiope,Cassiope,,,ericoides,,,SPECIES,,,,ACCEPTED,,,2dda31ff-f776-452f-9a4b-d5229f6e3494,RU,2024-03-27T01:16:47.121Z,,,,,,INSTITUTION_MATCH_NONE,StillImage,false,false,5683592,5683592,6,7707728,220,1353,2505,2882766,,5683592,Cassiope ericoides,Cassiope ericoides (Pall.) D.Don,Cassiope ericoides (Pall.) D.Don,,EML,2024-03-27T01:16:47.121Z,2024-03-27T01:16:13.875Z,false,,N-Eurasia-Russia2021,false,EUROPE,EUROPE,,,,,,,,,NE
321,3963064247,,,en | ru,CC_BY_NC_4_0,,Altai State University,http://altb.asu.ru/page.php?page=1100066185,,,126599,,,,ALTB,,,PRESERVED_SPECIMEN,,,,1100066185,,,Дьяченко С.А.;Косачев П.А.,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,2004-06-21,,173,173,2004,6,21,,,,,,,,,,,,ASIA,,,,MN,,,,,"Монголия, Кобдосский аймак, Монгольский Алтай, среднее течение р. Баян-гол, долина правого притока Улястыйн-Сала, зр. Аршантын-Нуру, северный макросклон горы Могойн-Улан-Ула.",,,,,,,Остепненные луга.,46.38333,91.23333,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Усик Н.А.,,,,,,,,2926055,,,,,,Asperugo procumbens L.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,,Boraginaceae,,,,Asperugo,Asperugo,,,procumbens,,,SPECIES,,,,ACCEPTED,,,2dda31ff-f776-452f-9a4b-d5229f6e3494,RU,2024-03-27T01:16:41.072Z,2000.0,,,,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE,StillImage,true,false,2926055,2926055,6,7707728,220,7226464,2498,2926054,,2926055,Asperugo procumbens,Asperugo procumbens L.,Asperugo procumbens L.,,EML,2024-03-27T01:16:41.072Z,2024-03-27T01:16:13.875Z,true,,N-Eurasia-Russia2021,false,ASIA,EUROPE,MNG,Mongolia,MNG.13_1,Hovd,MNG.13.2_1,Bulgan,,,NE
322,4426981917,,,en | ru,CC_BY_NC_4_0,,Altai State University,http://altb.asu.ru/page.php?page=1100064790,,,126599,,,,ALTB,,,PRESERVED_SPECIMEN,,,,1100064790,ABC №1238,,Камелин Р.В.;Шмаков А.И.;Киселев А.;Дьяченко С.;Соловьев А.;Кащеев М.,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,1993-07-06,,187,187,1993,7,6,,,,,,,,,,,,ASIA,,,,RU,,,,,"Республика Алтай, Кош-Агачский р-н, правый берег р.Чаган-Узун в 5 км от устья.",,,,,,,,50.06666,88.35,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ломоносова М.,,,,,,,,5568622,,,,,,Anabasis brevifolia C.A.Mey.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,,Amaranthaceae,,,,Anabasis,Anabasis,,,brevifolia,,,SPECIES,,,,ACCEPTED,,,2dda31ff-f776-452f-9a4b-d5229f6e3494,RU,2024-03-27T01:16:47.871Z,,,,,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE,StillImage,true,false,5568622,5568622,6,7707728,220,422,3064,3231853,,5568622,Anabasis brevifolia,Anabasis brevifolia C.A.Mey.,Anabasis brevifolia C.A.Mey.,,EML,2024-03-27T01:16:47.871Z,2024-03-27T01:16:13.875Z,false,,N-Eurasia-Russia2021,false,EUROPE,EUROPE,RUS,Russia,RUS.16_1,Gorno-Altay,RUS.16.4_1,Kosh-Agachskiy rayon,RUS.16.4.1_1,,NE
323,4406456475,,,en | ru,CC_BY_NC_4_0,,Altai State University,http://altb.asu.ru/page.php?page=1100062187,,,126599,,,,ALTB,,,PRESERVED_SPECIMEN,,,,1100062187,ШШК № 745,,Шмаков А.И.;Анисимов А.В.;Панкратов С.Ю.;Шестаков И.А.,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,2022-07-06,,187,187,2022,7,6,,,,,,,,,,,,ASIA,,,,KZ,,,,,"Казахстан, Восточно-Казахстанская область, Нарымский хр., правый берег Бухтарминского водохранилища, правый берег р. Куланжорга, г. Тогул, северо-западный макросклон.",,,,,,,Степной склон.,48.9741,83.9625,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5568099,,,,,,Kochia prostrata (L.) Schrad.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,,Amaranthaceae,,,,Bassia,Kochia,,,prostrata,,,SPECIES,,,,SYNONYM,,,2dda31ff-f776-452f-9a4b-d5229f6e3494,RU,2024-03-27T01:16:41.363Z,983.0,,,,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE,StillImage,true,false,5383949,5568099,6,7707728,220,422,3064,3083576,,5568099,Bassia prostrata,Bassia prostrata (L.) Beck,Kochia prostrata (L.) Schrad.,,EML,2024-03-27T01:16:41.363Z,2024-03-27T01:16:13.875Z,true,,N-Eurasia-Russia2021,false,EUROPE,EUROPE,KAZ,Kazakhstan,KAZ.5_1,East Kazakhstan,KAZ.5.8_1,Kurchumskiy,,,NE
324,4406458183,,,en | ru,CC_BY_NC_4_0,,Altai State University,http://altb.asu.ru/page.php?page=1100065726,,,126599,,,,ALTB,,,PRESERVED_SPECIMEN,,,,1100065726,,,Ломоносова М.,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,1971-07-02,,183,183,1971,7,2,,,,,,,,,,,,,,,,RU,,,,,"Западный Саян, Уюкский хребет, ок-ти д. Германовка, с-з склон.",,,,,,,Разнотравно-осочково-селагинелловая степь.,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3083570,,,,,,Eurotia ceratoides (L.) C.A.Mey.,,,,,,,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,,Amaranthaceae,,,,Krascheninnikovia,Eurotia,,,ceratoides,,,SPECIES,,,,SYNONYM,,,2dda31ff-f776-452f-9a4b-d5229f6e3494,RU,2024-03-27T01:16:44.732Z,1180.0,,,,,INSTITUTION_MATCH_NONE,StillImage,false,false,3083571,3083570,6,7707728,220,422,3064,3083816,,3083570,Krascheninnikovia ceratoides,Krascheninnikovia ceratoides (L.) Gueldenst.,Eurotia ceratoides (L.) C.A.Mey.,,EML,2024-03-27T01:16:44.732Z,2024-03-27T01:16:13.875Z,false,,N-Eurasia-Russia2021,false,EUROPE,EUROPE,,,,,,,,,NE
